id,city,brand,prod_year,color,usage,body_cond,engine_cond,front_chassis,back_chassis,tpi,gearbox,price
wYyKZk8r,shiraz,peugeot20602,1382,silver,1000,round_colored,healthy,intact,intact,5,manual,121000000
wYy6oPUh,shiraz,peugeot20602,1401,white,2000,intact,healthy,intact,intact,10,manual,460000000
wYr6vlra,shiraz,peugeot20602,1397,white,39000,intact,healthy,intact,intact,5,manual,380000000
wYxeyEn3,shiraz,peugeot20602,1386,dolphin,220000,intact,healthy,intact,intact,12,manual,220000000
wYyqowji,shiraz,peugeot20602,1400,ashgray,20000,intact,healthy,intact,intact,12,manual,420000000
wYymYpOn,shiraz,peugeot20602,1385,silver,300000,collision_rep,healthy,intact,intact,12,manual,185000000
wYt2zztt,shiraz,peugeot20602,1398,white,60000,colored,healthy,intact,intact,8,manual,289000000
wYySoSi_,shiraz,peugeot20602,1389,white,265000,round_colored,healthy,intact,intact,6,manual,230000000
wYyOoS3a,shiraz,peugeot20602,1400,white,48000,intact,healthy,intact,intact,9,manual,435000000
wYyC2wl5,shiraz,peugeot20602,1397,white,90000,intact,healthy,intact,intact,6,manual,365000000
wYnGfsme,shiraz,peugeot20602,1397,white,100000,intact,healthy,intact,intact,6,manual,363000000
wYyyn1iy,shiraz,peugeot20602,1395,white,146000,colored,healthy,intact,intact,1,manual,312000000
wYyu3unU,shiraz,peugeot20602,1399,white,20300,intact,healthy,intact,intact,n/a,manual,399000000
wYymH1zx,shiraz,peugeot20602,1380,silver,300000,round_colored,healthy,intact,intact,10,manual,115000000
wYyiHeGp,shiraz,peugeot20602,1386,dolphin,300000,round_colored,healthy,intact,intact,4,manual,176000000
wYyeHSgK,shiraz,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,n/a,465000000
wYyWHzje,shiraz,peugeot20602,1399,white,54000,minor_scratch,healthy,intact,intact,2,manual,384000000
wYySHWlO,shiraz,peugeot20602,1399,white,43000,intact,healthy,intact,intact,1,manual,400000000
wYo6jfri,shiraz,peugeot20602,1397,white,70000,intact,healthy,intact,intact,6,manual,370000000
wYy6WiCI,shiraz,peugeot20602,1397,white,205000,colored,healthy,intact,intact,6,manual,325000000
wYy22apt,shiraz,peugeot20602,1389,ashgray,210000,round_colored,healthy,impact,intact,2,manual,180000000
wYyeG2y8,shiraz,peugeot20602,1400,white,12000,intact,healthy,intact,intact,1,manual,425000000
wYyGWnNO,shiraz,peugeot20602,1401,white,4000,collision_rep,healthy,intact,intact,5,manual,422000000
wYw-IlWL,shiraz,peugeot20602,1399,white,46000,intact,healthy,intact,intact,9,manual,405000000
wYxuvcSD,shiraz,peugeot20602,1382,black,400000,intact,healthy,intact,intact,12,manual,160000000
wYyWQYi9,shiraz,peugeot20602,1391,white,220000,colored,healthy,intact,intact,12,manual,263000000
wYxWvjsy,shiraz,peugeot20602,1384,green,490000,colored,healthy,impact,intact,2,manual,180000000
wYx6u2_7,shiraz,peugeot20602,1383,beige,450000,round_colored,needfix,intact,impact,3,manual,160000000
wYx-t3S2,shiraz,peugeot20602,1384,dolphin,280000,colored,healthy,intact,intact,6,n/a,158000000
wYxOe637,shiraz,peugeot20602,1399,white,20000,intact,healthy,intact,intact,4,manual,430000000
wYxGdJ6i,shiraz,peugeot20602,1397,white,65000,colored,healthy,intact,intact,9,manual,330000000
wYbuSYd4,shiraz,peugeot20602,1399,white,40000,intact,healthy,intact,intact,12,manual,420000000
wYxq8lVG,shiraz,peugeot20602,1399,white,52000,intact,healthy,intact,intact,10,manual,403000000
wYzyStCS,shiraz,peugeot20605,1394,white,194000,colored,healthy,intact,intact,12,manual,290000000
wYzyh4G7,shiraz,peugeot20605,1393,white,170000,colored,healthy,intact,intact,5,manual,310000000
wYzahzOO,shiraz,peugeot20605,1393,ashgray,275000,colored,healthy,intact,intact,8,manual,290000000
wYzShz3N,shiraz,peugeot20605,1397,white,7000,intact,healthy,intact,intact,1,manual,455000000
wYzawWvB,shiraz,peugeot20605,1395,white,130000,collision_rep,healthy,intact,intact,12,manual,345000000
wYzCAdKV,shiraz,peugeot20605,1393,green,86700,minor_scratch,healthy,intact,intact,6,manual,250000000
wYyKPPQ3,shiraz,peugeot20605,1394,white,180000,colored,healthy,intact,intact,6,manual,272000000
wYyutzYZ,shiraz,peugeot20605,1397,white,100000,intact,healthy,intact,intact,2,manual,378000000
wYye90Oi,shiraz,peugeot20605,1393,white,158000,colored,healthy,intact,intact,9,manual,260000000
wYyK9ll6,shiraz,peugeot20605,1396,white,110000,colored,healthy,intact,intact,9,manual,360000000
wYyC9fyH,shiraz,peugeot20605,1396,white,77000,intact,healthy,intact,intact,6,manual,398000000
wYyurd7-,shiraz,peugeot20605,1396,white,156000,accident,n/a,n/a,n/a,n/a,n/a,230000000
wYrmPg8d,shiraz,peugeot20605,1395,white,200000,whole_colored,healthy,impact,intact,10,manual,245000000
wYyOJzBg,shiraz,peugeot20605,1396,white,96000,intact,healthy,intact,intact,4,manual,373000000
wYw62muZ,shiraz,peugeot20605,1399,white,25000,minor_scratch,healthy,intact,intact,3,manual,440000000
wYySJSEm,shiraz,peugeot20605,1394,white,190000,minor_scratch,healthy,intact,intact,6,manual,222222222
wYySpTGg,shiraz,peugeot20605,1393,white,155000,whole_colored,healthy,intact,intact,9,manual,250000000
wYy2Yv1i,shiraz,peugeot20605,1383,silver,370000,round_colored,healthy,intact,intact,9,manual,173000000
wYyOYOTh,shiraz,peugeot20605,1394,white,220000,minor_scratch,healthy,intact,intact,n/a,manual,325000000
wYr6BrYR,shiraz,peugeot20605,1396,white,158000,accident,n/a,n/a,n/a,n/a,manual,384000000
wYzyStCS,shiraz,peugeot20605,1394,white,194000,colored,healthy,intact,intact,12,manual,290000000
wYzSSmV1,shiraz,peugeot20605,1399,white,10000,intact,healthy,intact,intact,10,manual,470000000
wYzyh4G7,shiraz,peugeot20605,1393,white,170000,colored,healthy,intact,intact,5,manual,310000000
wYzShz3N,shiraz,peugeot20605,1397,white,7000,intact,healthy,intact,intact,1,manual,455000000
wYzawWvB,shiraz,peugeot20605,1395,white,130000,collision_rep,healthy,intact,intact,12,manual,345000000
wYzCAdKV,shiraz,peugeot20605,1393,green,86700,minor_scratch,healthy,intact,intact,6,manual,250000000
wYyKPPQ3,shiraz,peugeot20605,1394,white,180000,colored,healthy,intact,intact,6,manual,272000000
wYyutzYZ,shiraz,peugeot20605,1397,white,100000,intact,healthy,intact,intact,2,manual,378000000
wYye90Oi,shiraz,peugeot20605,1393,white,158000,colored,healthy,intact,intact,9,manual,260000000
wYyK9ll6,shiraz,peugeot20605,1396,white,110000,colored,healthy,intact,intact,9,manual,360000000
wYyC9fyH,shiraz,peugeot20605,1396,white,77000,intact,healthy,intact,intact,6,manual,398000000
wYyurd7-,shiraz,peugeot20605,1396,white,156000,accident,n/a,n/a,n/a,n/a,n/a,230000000
wYrmPg8d,shiraz,peugeot20605,1395,white,200000,whole_colored,healthy,impact,intact,10,manual,245000000
wYyOJzBg,shiraz,peugeot20605,1396,white,96000,intact,healthy,intact,intact,4,manual,373000000
wYw62muZ,shiraz,peugeot20605,1399,white,25000,minor_scratch,healthy,intact,intact,3,manual,440000000
wYySJSEm,shiraz,peugeot20605,1394,white,190000,minor_scratch,healthy,intact,intact,6,manual,222222222
wYySpTGg,shiraz,peugeot20605,1393,white,155000,whole_colored,healthy,intact,intact,9,manual,250000000
wYy2Yv1i,shiraz,peugeot20605,1383,silver,370000,round_colored,healthy,intact,intact,9,manual,173000000
wYyOYOTh,shiraz,peugeot20605,1394,white,220000,minor_scratch,healthy,intact,intact,n/a,manual,325000000
wYr6BrYR,shiraz,peugeot20605,1396,white,158000,accident,n/a,n/a,n/a,n/a,manual,384000000
wYyu3b6y,shiraz,peugeot20605,1398,white,20000,minor_scratch,healthy,intact,intact,9,manual,455000000
wYta6qzY,shiraz,peugeot20605,1398,white,43000,intact,healthy,intact,intact,9,manual,468000000
wYxmj_SE,shiraz,peugeot20605,1395,white,98000,round_colored,healthy,intact,intact,5,manual,290000000
wYyymwRc,shiraz,peugeot20605,1394,white,50000,colored,healthy,intact,intact,3,manual,315000000
wYxif9dd,shiraz,peugeot20605,1384,ashgray,430000,round_colored,healthy,intact,intact,8,manual,185000000
wYxCd-vV,shiraz,peugeot20605,1396,white,135000,intact,healthy,intact,intact,9,n/a,410000000
wYxi6376,shiraz,peugeot20605,1398,silver,70000,colored,healthy,intact,intact,4,manual,425000000
wYxi6YJV,shiraz,peugeot20605,1398,white,70000,intact,healthy,intact,intact,8,manual,430000000
wYxaJM4h,shiraz,peugeot20605,1396,white,216000,colored,healthy,n/a,n/a,3,manual,340000000
wYxGZoSx,shiraz,peugeot20605,1383,black,450000,colored,healthy,intact,intact,4,manual,150000000
wYxu4b-R,shiraz,peugeot20605,1394,blue,252000,minor_scratch,healthy,intact,intact,9,manual,313000000
wYxiopmN,shiraz,peugeot20605,1395,cerise,3600,intact,healthy,intact,intact,5,manual,440000000
wYx2XvIm,shiraz,peugeot20605,1398,white,40000,minor_scratch,healthy,intact,intact,10,manual,440000000
wYx2nP6m,shiraz,peugeot20605,1397,white,32000,intact,healthy,intact,intact,12,manual,410000000
wYxGnBHk,shiraz,peugeot20605,1384,silver,400000,minor_scratch,healthy,intact,intact,11,manual,175000000
wYxyF_1b,shiraz,peugeot20605,1396,white,140000,colored,healthy,intact,intact,12,manual,375000000
wYx6FEWi,shiraz,peugeot20605,1396,white,164000,colored,healthy,n/a,n/a,6,manual,290000000
wYxi0EmE,shiraz,peugeot20605,1394,white,146000,colored,healthy,intact,intact,12,manual,285000000
wYxa0rbo,shiraz,peugeot20605,1386,white,32100,whole_colored,healthy,intact,intact,3,manual,210000000
wYxOkbWu,shiraz,peugeot20605,1397,white,100000,minor_scratch,healthy,intact,intact,3,manual,390000000
wYxO0Zha,shiraz,peugeot20605,1397,white,56000,intact,healthy,intact,intact,n/a,n/a,365000000
wYxyTiiE,shiraz,peugeot20605,1396,white,95000,colored,healthy,intact,intact,12,manual,334000000
wYvKeAqf,shiraz,peugeot20605,1385,silver,300000,round_colored,healthy,impact,intact,3,manual,170000000
wYxGzxVq,shiraz,peugeot20605,1383,silver,276000,round_colored,n/a,intact,intact,1,n/a,192000000
wYxGjKoD,shiraz,peugeot20605,1395,white,150000,minor_scratch,healthy,intact,intact,6,manual,360000000
wYxSyRr1,shiraz,peugeot20605,1398,black,40000,intact,healthy,intact,intact,11,manual,429000000
wYxmhWmY,shiraz,peugeot20605,1396,white,120000,accident,healthy,intact,intact,n/a,n/a,290000000
wYwGalyO,shiraz,peugeot20605,1395,white,60000,intact,healthy,intact,intact,10,manual,395000000
wYwqo8ov,shiraz,peugeot20605,1390,white,460000,minor_scratch,healthy,intact,intact,6,manual,250000000
wYwW4voT,shiraz,peugeot20605,1390,silver,190000,intact,healthy,intact,intact,8,manual,249000000
wYwyXczF,shiraz,peugeot20605,1396,white,145000,intact,healthy,intact,intact,12,manual,379000000
wYwGmT9A,shiraz,peugeot20605,1396,white,103000,intact,healthy,intact,intact,8,manual,395000000
wYwKmUX1,shiraz,peugeot20605,1398,white,120000,intact,healthy,intact,intact,5,manual,330000000
wYqavTOr,shiraz,peugeot20605,1394,white,105000,intact,healthy,intact,intact,5,manual,360000000
wYwKVRal,shiraz,peugeot20605,1395,white,90000,minor_scratch,healthy,intact,intact,6,manual,350000000
wYwSkmx1,shiraz,peugeot20605,1397,white,160000,colored,healthy,intact,intact,3,manual,385000000
wYwqD6as,shiraz,peugeot20605,1396,white,200000,intact,healthy,intact,intact,5,manual,390000000
wYwqSsgQ,shiraz,peugeot20605,1389,white,300000,colored,healthy,n/a,n/a,12,manual,230000000
wYwSBBEC,shiraz,peugeot20605,1397,white,200000,colored,healthy,intact,intact,6,manual,360000000
wYvePh33,shiraz,peugeot20605,1394,black,103000,colored,healthy,intact,intact,12,manual,328000000
wYvWvlYU,shiraz,peugeot20605,1393,silver,180000,minor_scratch,healthy,intact,intact,6,manual,310000000
wYvmeetK,shiraz,peugeot20605,1382,beige,1000,whole_colored,healthy,impact,intact,n/a,manual,150000000
wYviNfi7,shiraz,peugeot20605,1394,white,340000,colored,healthy,intact,intact,9,manual,320000000
wYuaenjA,shiraz,peugeot20605,1394,white,200000,colored,healthy,intact,intact,10,manual,300000000
wYvOX3yh,shiraz,peugeot20605,1397,white,113000,collision_rep,healthy,intact,intact,7,manual,410000000
wYvuxlxb,shiraz,peugeot20605,1394,white,180000,round_colored,healthy,intact,intact,6,manual,275000000
wYvSgzkj,shiraz,peugeot20605,1394,white,240000,colored,healthy,intact,intact,6,n/a,292000000
wYuGY6ya,shiraz,peugeot20605,1393,silver,220000,whole_colored,n/a,impact,intact,n/a,n/a,220000000
wYuCY2KQ,shiraz,peugeot20605,1397,black,105000,colored,healthy,intact,intact,6,manual,348000000
wYuSn4X9,shiraz,peugeot20605,1393,white,180000,intact,healthy,n/a,n/a,3,manual,340000000
wYu2hwHh,shiraz,peugeot20605,1389,ashgray,235000,intact,healthy,intact,intact,12,manual,270000000
wYt6Zb7W,shiraz,peugeot20605,1398,white,50000,intact,healthy,intact,intact,11,n/a,380000000
wYte526s,shiraz,peugeot20605,1393,white,143000,colored,healthy,intact,intact,11,manual,320000000
wYtyzqmd,shiraz,peugeot20605,1399,white,75000,intact,healthy,intact,intact,10,manual,465000000
wYs2K04T,shiraz,peugeot20605,1399,white,47000,intact,healthy,intact,intact,3,manual,480000000
wYs-V1by,shiraz,peugeot20605,1395,white,151000,colored,healthy,intact,intact,7,manual,350000000
wYpSDHOe,shiraz,peugeot20605,1395,dolphin,145000,accident,needfix,n/a,n/a,6,manual,350000000
wYrK_Kfh,shiraz,peugeot20605,1397,white,100000,intact,healthy,intact,intact,3,manual,400000000
wYrSNecC,shiraz,peugeot20605,1393,white,270000,colored,healthy,intact,intact,6,manual,320000000
wYgS85k-,shiraz,peugeot20605,1399,white,45000,intact,healthy,intact,intact,9,manual,475000000
wYpWPFeS,shiraz,peugeot20605,1395,white,157000,colored,healthy,intact,intact,6,manual,340000000
wYp2JdMY,shiraz,peugeot20605,1398,white,55000,colored,healthy,intact,intact,12,manual,430000000
wYpqDDrA,shiraz,peugeot20605,1396,white,130000,colored,healthy,intact,intact,6,manual,362000000
wYoqKvml,shiraz,peugeot20605,1398,white,50000,intact,healthy,intact,intact,10,manual,410000000
wYoW7Km0,shiraz,peugeot20605,1392,white,101000,intact,healthy,intact,intact,5,manual,295000000
wYZyOXEK,shiraz,peugeot20605,1398,white,50000,intact,healthy,intact,intact,10,manual,375000000
wYomFNoX,shiraz,peugeot20605,1397,white,89000,minor_scratch,healthy,impact,intact,9,manual,360000000
wYUONz-6,shiraz,peugeot20605,1396,black,97499,minor_scratch,healthy,intact,intact,6,manual,370000000
wYxKLB5K,tabriz,peugeot20602,1386,ashgray,250000,intact,healthy,intact,intact,10,manual,175000000
wYziRmTL,tabriz,peugeot20602,1401,ashgray,47,intact,healthy,intact,intact,12,manual,465000000
wYz6RUWi,tabriz,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,manual,470000000
wYzeB9-J,tabriz,peugeot20602,1384,silver,400000,round_colored,healthy,intact,intact,4,manual,155000000
wYzKhNG3,tabriz,peugeot20602,1395,white,97000,minor_scratch,healthy,intact,intact,2,manual,320000000
wYwKC-hi,tabriz,peugeot20602,1394,white,110000,minor_scratch,healthy,intact,intact,3,manual,305000000
wYzaA54u,tabriz,peugeot20602,1384,ashgray,185000,intact,healthy,intact,intact,12,manual,195000000
wYxqLiq9,tabriz,peugeot20602,1384,silver,327000,colored,healthy,intact,intact,6,manual,168000000
wYzCA6qX,tabriz,peugeot20602,1387,silver,289000,minor_scratch,healthy,intact,intact,12,manual,182000000
wYwCHLZa,tabriz,peugeot20602,1385,silver,300000,colored,healthy,intact,intact,5,manual,178000000
wYyafuke,tabriz,peugeot20602,1401,white,0,intact,n/a,intact,intact,n/a,n/a,462000000
wYye9dsY,tabriz,peugeot20602,1386,ashgray,390000,round_colored,healthy,intact,intact,8,manual,173000000
wYy-NsJ2,tabriz,peugeot20602,1385,silver,220000,minor_scratch,healthy,intact,intact,6,manual,185000000
wYye94RF,tabriz,peugeot20602,1384,ashgray,300000,intact,healthy,impact,intact,7,manual,138000000
wYyO9VoR,tabriz,peugeot20602,1390,white,270000,minor_scratch,healthy,intact,intact,7,manual,260000000
wYtuIqah,tabriz,peugeot20602,1385,silver,200000,colored,healthy,intact,intact,10,manual,181000000
wYyWMAv3,tabriz,peugeot20602,1383,dimgray,300000,minor_scratch,healthy,intact,intact,7,manual,165000000
wYu-JPey,tabriz,peugeot20602,1383,huntergreen,260000,round_colored,healthy,intact,intact,8,manual,140000000
wYuevkv7,tabriz,peugeot20602,1395,white,70000,intact,healthy,intact,intact,12,manual,355000000
wYxKLB5K,tabriz,peugeot20602,1386,ashgray,250000,intact,healthy,intact,intact,10,manual,175000000
wYziRmTL,tabriz,peugeot20602,1401,ashgray,47,intact,healthy,intact,intact,12,manual,465000000
wYz6RUWi,tabriz,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,manual,470000000
wYzeB9-J,tabriz,peugeot20602,1384,silver,400000,round_colored,healthy,intact,intact,4,manual,155000000
wYzKhNG3,tabriz,peugeot20602,1395,white,97000,minor_scratch,healthy,intact,intact,2,manual,320000000
wYwKC-hi,tabriz,peugeot20602,1394,white,110000,minor_scratch,healthy,intact,intact,3,manual,305000000
wYzaA54u,tabriz,peugeot20602,1384,ashgray,185000,intact,healthy,intact,intact,12,manual,195000000
wYxqLiq9,tabriz,peugeot20602,1384,silver,327000,colored,healthy,intact,intact,6,manual,168000000
wYzCA6qX,tabriz,peugeot20602,1387,silver,289000,minor_scratch,healthy,intact,intact,12,manual,182000000
wYwCHLZa,tabriz,peugeot20602,1385,silver,300000,colored,healthy,intact,intact,5,manual,178000000
wYyafuke,tabriz,peugeot20602,1401,white,0,intact,n/a,intact,intact,n/a,n/a,462000000
wYye9dsY,tabriz,peugeot20602,1386,ashgray,390000,round_colored,healthy,intact,intact,8,manual,173000000
wYy-NsJ2,tabriz,peugeot20602,1385,silver,220000,minor_scratch,healthy,intact,intact,6,manual,185000000
wYye94RF,tabriz,peugeot20602,1384,ashgray,300000,intact,healthy,impact,intact,7,manual,138000000
wYyO9VoR,tabriz,peugeot20602,1390,white,270000,minor_scratch,healthy,intact,intact,7,manual,260000000
wYtuIqah,tabriz,peugeot20602,1385,silver,200000,colored,healthy,intact,intact,10,manual,181000000
wYyWMAv3,tabriz,peugeot20602,1383,dimgray,300000,minor_scratch,healthy,intact,intact,7,manual,165000000
wYu-JPey,tabriz,peugeot20602,1383,huntergreen,260000,round_colored,healthy,intact,intact,8,manual,140000000
wYuevkv7,tabriz,peugeot20602,1395,white,70000,intact,healthy,intact,intact,12,manual,355000000
wYyibCZa,tabriz,peugeot20602,1386,silver,222358,round_colored,healthy,intact,intact,2,manual,187500000
wYyCrVo1,tabriz,peugeot20602,1383,huntergreen,463024,round_colored,healthy,intact,intact,n/a,manual,140000000
wYyWqhtO,tabriz,peugeot20602,1384,silver,270000,minor_scratch,healthy,intact,intact,6,manual,162000000
wYyOaqgM,tabriz,peugeot20602,1390,white,300000,minor_scratch,healthy,intact,intact,8,manual,255000000
wYyKKwM6,tabriz,peugeot20602,1386,ashgray,350000,colored,healthy,intact,intact,11,manual,194000000
wYx6Q6G2,tabriz,peugeot20602,1395,maroon,91000,minor_scratch,healthy,intact,intact,12,manual,310000000
wYyu5sqy,tabriz,peugeot20602,1385,silver,400000,intact,healthy,intact,intact,6,manual,205000000
wYyOZbAx,tabriz,peugeot20602,1401,white,700,intact,n/a,intact,intact,n/a,n/a,455000000
wYyGZeaF,tabriz,peugeot20602,1386,silver,143000,round_colored,healthy,intact,intact,12,manual,205000000
wYy2I0CO,tabriz,peugeot20602,1396,white,117000,intact,healthy,intact,intact,3,manual,347000000
wYxG5vFL,tabriz,peugeot20602,1382,silver,460000,minor_scratch,healthy,intact,intact,8,manual,165000000
wYYaVexf,tabriz,peugeot20602,1401,white,17000,intact,healthy,intact,intact,7,manual,435000000
wYy-zNrq,tabriz,peugeot20602,1401,navyblue,3,intact,healthy,intact,intact,11,manual,467000000
wYx6_1rl,tabriz,peugeot20602,1399,white,33000,intact,healthy,intact,intact,5,manual,410000000
wYpm_Dr-,tabriz,peugeot20602,1388,brown,260000,intact,healthy,intact,intact,7,manual,280000000
wYxyud3W,tabriz,peugeot20602,1396,white,49000,colored,healthy,intact,intact,10,manual,344000000
wYxa-mCv,tabriz,peugeot20602,1381,white,80000,intact,healthy,intact,intact,12,manual,350000000
wYxetoLf,tabriz,peugeot20602,1396,white,81000,intact,healthy,intact,intact,12,manual,343000000
wYxut1uq,tabriz,peugeot20602,1388,ashgray,300000,minor_scratch,healthy,intact,intact,6,manual,225000000
wYxSMcUK,tabriz,peugeot20602,1400,seashell,26000,intact,healthy,intact,intact,1,manual,415000000
wYxGs2Cc,tabriz,peugeot20602,1389,white,185236,round_colored,healthy,intact,intact,12,manual,220000000
wYx2KpK9,tabriz,peugeot20602,1390,white,280000,minor_scratch,healthy,intact,intact,11,manual,255000000
wYwCmlKZ,tabriz,peugeot20602,1397,black,95000,intact,healthy,intact,intact,2,manual,365000000
wYxS6GpJ,tabriz,peugeot20602,1389,ashgray,220000,minor_scratch,healthy,intact,intact,6,manual,215000000
wYvOQ7R3,tabriz,peugeot20602,1398,white,70000,minor_scratch,healthy,intact,intact,9,manual,376000000
wYx-p6On,tabriz,peugeot20602,1398,eggplant,31000,intact,healthy,intact,intact,2,manual,397000000
wYx250dP,tabriz,peugeot20602,1383,silver,10000,minor_scratch,healthy,intact,intact,4,manual,165000000
wYxeZSPl,tabriz,peugeot20602,1399,white,54000,intact,healthy,intact,intact,10,manual,418000000
wYoqlmhD,tabriz,peugeot20602,1391,white,160000,minor_scratch,healthy,intact,intact,10,manual,255000000
wYxG5nQb,tabriz,peugeot20602,1389,ashgray,256144,round_colored,healthy,impact,intact,12,manual,190000000
wYxmoYrh,tabriz,peugeot20602,1386,silver,215000,round_colored,healthy,intact,intact,6,manual,190000000
wYw-T99R,tabriz,peugeot20602,1400,white,25000,intact,healthy,intact,intact,10,manual,422000000
wYwOa0Zm,tabriz,peugeot20602,1384,silver,211000,minor_scratch,healthy,intact,intact,8,manual,170000000
wYxaXvGk,tabriz,peugeot20602,1384,beige,250000,intact,healthy,intact,intact,7,manual,150000000
wYxSneDl,tabriz,peugeot20602,1388,white,185000,colored,healthy,intact,intact,11,manual,240000000
wYx-2ZNy,tabriz,peugeot20602,1391,white,150000,colored,healthy,intact,intact,7,manual,275000000
wYxOXguk,tabriz,peugeot20602,1389,white,185000,minor_scratch,healthy,intact,intact,10,n/a,233000000
wYx6W6lX,tabriz,peugeot20602,1399,white,40000,minor_scratch,healthy,intact,intact,5,manual,413000000
wYveVR9t,tabriz,peugeot20602,1389,silver,258000,minor_scratch,healthy,intact,intact,12,manual,243000000
wYsqSZpX,tabriz,peugeot20602,1390,silver,280000,round_colored,healthy,impact,intact,3,manual,210000000
wYg6T8_V,tabriz,peugeot20602,1387,brown,261000,round_colored,healthy,intact,intact,4,manual,210000000
wYx2FpNz,tabriz,peugeot20602,1386,ashgray,200000,intact,healthy,intact,intact,4,n/a,238000000
wYxyl8Jb,tabriz,peugeot20602,1382,silver,399999,round_colored,healthy,intact,intact,2,manual,145000000
wYxmlwnE,tabriz,peugeot20602,1385,silver,300000,minor_scratch,healthy,intact,intact,5,manual,174000000
wYxKFu6m,tabriz,peugeot20602,1384,silver,299000,colored,healthy,intact,intact,11,manual,155000000
wYx-U4Jz,tabriz,peugeot20602,1388,eggplant,400000,round_colored,healthy,impact,intact,2,manual,195000000
wYx2krUX,tabriz,peugeot20602,1389,white,200000,round_colored,healthy,intact,intact,4,manual,218000000
wYtKM6HL,tabriz,peugeot20602,1400,white,16000,intact,healthy,intact,intact,2,manual,450000000
wYxeEExg,tabriz,peugeot20602,1388,ashgray,250000,colored,healthy,intact,intact,5,manual,230000000
wYxOEeJy,tabriz,peugeot20602,1396,white,70000,intact,healthy,intact,intact,3,manual,330000000
wYnOQ7C_,tabriz,peugeot20602,1396,ashgray,120000,intact,healthy,intact,intact,3,manual,360000000
wYxGj0NS,tabriz,peugeot20602,1398,white,92000,intact,healthy,intact,intact,7,manual,390000000
wYnevVUs,tabriz,peugeot20602,1384,silver,430000,minor_scratch,healthy,intact,intact,2,manual,185000000
wYvqv0UM,tabriz,peugeot20602,1387,silver,310000,colored,healthy,intact,intact,8,manual,204000000
wYxyiz0S,tabriz,peugeot20602,1382,black,375000,round_colored,healthy,intact,intact,2,manual,16500000
wYx-gjLl,tabriz,peugeot20602,1399,red,55,minor_scratch,healthy,intact,intact,1,manual,450000000
wYw2Ih_w,tabriz,peugeot20602,1388,white,185000,colored,healthy,intact,intact,9,manual,233000000
wYwGYZ-X,tabriz,peugeot20602,1387,ashgray,188000,round_colored,healthy,n/a,n/a,9,n/a,195000000
wYwyX9gZ,tabriz,peugeot20602,1389,ashgray,200000,colored,healthy,intact,intact,5,manual,222000000
wYw2XM3t,tabriz,peugeot20602,1383,beige,4500,round_colored,healthy,intact,intact,5,manual,147000000
wYwOXtzM,tabriz,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,manual,465000000
wYwuGyyf,tabriz,peugeot20602,1383,purple,140111,whole_colored,healthy,intact,intact,9,manual,120000000
wYwGGXiH,tabriz,peugeot20602,1382,ashgray,242941,round_colored,healthy,intact,intact,6,manual,138000000
wYraWZIZ,tabriz,peugeot20602,1400,white,10000,intact,healthy,intact,intact,12,manual,425000000
wYw-FurO,tabriz,peugeot20602,1399,black,40000,intact,healthy,intact,intact,6,manual,430000000
wYmKMPKS,tabriz,peugeot20602,1384,silver,300000,intact,healthy,intact,intact,9,n/a,166000000
wYoWF-0a,tabriz,peugeot20602,1384,silver,490000,round_colored,healthy,colored,intact,7,manual,143000000
wYzqzXbk,tabriz,peugeot20605,1382,seashell,290000,intact,healthy,intact,intact,n/a,manual,145000000
wYtuxpZi,tabriz,peugeot20605,1396,white,8500,colored,healthy,intact,intact,12,manual,385000000
wYyK_nTW,tabriz,peugeot20605,1393,white,230000,colored,healthy,intact,intact,4,manual,283000000
wYyCP2cq,tabriz,peugeot20605,1394,white,136000,minor_scratch,healthy,intact,intact,8,n/a,330000000
wYyWbwet,tabriz,peugeot20605,1398,white,32,intact,healthy,intact,intact,n/a,n/a,430000000
wYyqKpDP,tabriz,peugeot20605,1393,white,158000,minor_scratch,healthy,intact,intact,7,manual,320000000
wYyGZehR,tabriz,peugeot20605,1383,silver,300000,intact,healthy,intact,intact,12,manual,179000000
wYySgaTT,tabriz,peugeot20605,1394,ashgray,155000,minor_scratch,healthy,intact,intact,2,manual,320000000
wYxO-Min,tabriz,peugeot20605,1396,white,126000,colored,healthy,intact,intact,1,manual,370000000
wYxaL35E,tabriz,peugeot20605,1394,ashgray,174000,minor_scratch,healthy,intact,intact,8,manual,290000000
wYxW3-tg,tabriz,peugeot20605,1398,white,43500,minor_scratch,healthy,intact,intact,3,manual,404000000
wYxG1uhu,tabriz,peugeot20605,1389,silver,240000,intact,healthy,intact,intact,10,manual,256000000
wYxWESWG,tabriz,peugeot20605,1398,white,43000,collision_rep,healthy,intact,intact,3,manual,421000000
wYMWoWiV,tabriz,peugeot20605,1394,white,154000,round_colored,healthy,intact,intact,9,manual,280000000
wYxWjgxH,tabriz,peugeot20605,1395,white,140000,intact,healthy,intact,intact,6,n/a,351000000
wYxSzQ2v,tabriz,peugeot20605,1396,white,110000,intact,healthy,intact,intact,12,manual,320000000
wYwmJXJ0,tabriz,peugeot20605,1394,white,100000,colored,healthy,intact,intact,1,manual,385000000
