id,city,brand,prod_year,color,usage,body_cond,engine_cond,front_chassis,back_chassis,tpi,gearbox,price
wYzywHCN,isfahan,peugeot20602,1401,white,450,intact,healthy,intact,intact,8,manual,460000000
wYzWwYKJ,isfahan,peugeot20602,1396,white,80000,collision_rep,n/a,intact,intact,10,n/a,340000000
wYzSQKMw,isfahan,peugeot20602,1381,black,320000,round_colored,healthy,intact,intact,5,manual,130000000
wYzSEkcU,isfahan,peugeot20602,1397,white,130000,minor_scratch,healthy,intact,intact,6,manual,370000000
wYz6DWTa,isfahan,peugeot20602,1400,white,22500,intact,healthy,intact,intact,2,manual,432500000
wYz6DF3q,isfahan,peugeot20602,1398,white,30000,intact,healthy,intact,intact,1,manual,400000000
wYtG1qO9,isfahan,peugeot20602,1387,white,350000,whole_colored,healthy,intact,intact,6,manual,180000000
wYzuxRTj,isfahan,peugeot20602,1400,white,35000,intact,healthy,intact,intact,7,manual,430000000
wYzSTaQg,isfahan,peugeot20602,1386,silver,206795,colored,healthy,intact,intact,11,manual,220000000
wYzKzCaU,isfahan,peugeot20602,1396,white,58000,intact,healthy,intact,intact,1,manual,380000000
wYz2inVt,isfahan,peugeot20602,1398,white,75000,intact,healthy,intact,intact,3,manual,395000000
wYzSCmFG,isfahan,peugeot20602,1383,silver,400000,round_colored,healthy,intact,intact,3,manual,139000000
wYzui6wF,isfahan,peugeot20602,1400,white,23000,intact,healthy,intact,intact,1,manual,433000000
wYzqiY0B,isfahan,peugeot20602,1396,white,80000,minor_scratch,healthy,intact,intact,7,manual,365000000
wYzSy_JI,isfahan,peugeot20602,1401,white,6000,intact,healthy,intact,intact,9,manual,457000000
wYzuREWd,isfahan,peugeot20602,1396,black,87000,minor_scratch,healthy,intact,intact,2,manual,357000000
wYzChh_D,isfahan,peugeot20602,1383,beige,298000,minor_scratch,healthy,intact,intact,11,manual,145000000
wYzOB6y7,isfahan,peugeot20602,1390,white,300000,minor_scratch,healthy,intact,intact,n/a,n/a,249000000
wYzyAwab,isfahan,peugeot20602,1384,silver,290000,round_colored,healthy,intact,intact,6,manual,157000000
wYzyAcPb,isfahan,peugeot20602,1400,white,23000,intact,healthy,intact,intact,8,manual,433000000
wYzywHCN,isfahan,peugeot20602,1401,white,450,intact,healthy,intact,intact,8,manual,460000000
wYzWwYKJ,isfahan,peugeot20602,1396,white,80000,collision_rep,n/a,intact,intact,10,n/a,340000000
wYzSQH88,isfahan,peugeot20602,1399,white,3000,intact,healthy,intact,intact,12,manual,420000000
wYzSQKMw,isfahan,peugeot20602,1381,black,320000,round_colored,healthy,intact,intact,5,manual,130000000
wYzCwCZl,isfahan,peugeot20602,1396,white,70000,intact,healthy,intact,intact,10,manual,368000000
wYzCQ7g_,isfahan,peugeot20602,1383,silverblue,240000,colored,healthy,intact,intact,4,manual,150000000
wYy-vjYR,isfahan,peugeot20602,1386,ashgray,300000,colored,healthy,intact,intact,4,manual,210000000
wYx-7jl8,isfahan,peugeot20602,1399,white,34600,intact,healthy,intact,intact,5,manual,407000000
wYyy_ZJU,isfahan,peugeot20602,1399,white,40000,intact,healthy,intact,intact,9,manual,410000000
wYyivh2q,isfahan,peugeot20602,1389,white,170000,n/a,n/a,n/a,n/a,8,manual,205000000
wYyev2CJ,isfahan,peugeot20602,1386,silver,220000,minor_scratch,healthy,intact,intact,3,manual,212000000
wYyS_qas,isfahan,peugeot20602,1401,white,0,intact,healthy,intact,intact,12,manual,465000000
wYySP3kZ,isfahan,peugeot20602,1398,white,60000,intact,healthy,intact,intact,10,manual,400000000
wYyO_-fg,isfahan,peugeot20602,1398,black,88000,intact,healthy,n/a,n/a,7,manual,399000000
wYyOfyHs,isfahan,peugeot20602,1386,silver,280000,round_colored,healthy,impact,intact,8,manual,176000000
wYyC_F4h,isfahan,peugeot20602,1394,white,210000,colored,healthy,intact,intact,1,manual,330000000
wYyCfgDk,isfahan,peugeot20602,1389,white,120000,minor_scratch,healthy,intact,intact,5,manual,225000000
wYyyuwQh,isfahan,peugeot20602,1384,dimgray,220000,minor_scratch,healthy,intact,intact,9,manual,190000000
wYyCOmeY,isfahan,peugeot20602,1382,silver,250000,minor_scratch,healthy,intact,intact,8,manual,155000000
wYyi-h9z,isfahan,peugeot20602,1386,ashgray,205000,intact,healthy,intact,intact,9,manual,210000000
wYyeuc4F,isfahan,peugeot20602,1382,silver,500000,round_colored,healthy,intact,intact,10,manual,175000000
wYyeuZOM,isfahan,peugeot20602,1400,white,30000,intact,healthy,intact,intact,9,manual,430000000
wYwaQGcg,isfahan,peugeot20602,1400,white,30000,intact,healthy,intact,intact,6,manual,433000000
wYyO-bvH,isfahan,peugeot20602,1384,dimgray,450000,colored,healthy,intact,intact,8,manual,164000000
wYpi32YF,isfahan,peugeot20602,1382,white,360000,minor_scratch,healthy,intact,intact,5,manual,149000000
wYy-dUIW,isfahan,peugeot20602,1384,dolphin,250000,minor_scratch,healthy,intact,intact,5,manual,178000000
wYy-N8ig,isfahan,peugeot20602,1401,white,12800,intact,healthy,intact,intact,3,manual,453000000
wYyytrxV,isfahan,peugeot20602,1390,ashgray,170000,intact,healthy,intact,intact,11,manual,266000000
wYyutThE,isfahan,peugeot20602,1388,black,196000,minor_scratch,healthy,intact,intact,8,manual,250000000
wYrC-i_8,isfahan,peugeot20602,1385,ashgray,320000,minor_scratch,healthy,intact,intact,5,manual,189000000
wYyitDpv,isfahan,peugeot20602,1396,white,102000,intact,healthy,intact,intact,8,manual,345000000
wYyOtfDC,isfahan,peugeot20602,1388,white,174500,intact,healthy,intact,intact,2,manual,260000000
wYyCNeSu,isfahan,peugeot20602,1388,seashell,169145,minor_scratch,healthy,intact,intact,4,manual,235000000
wYxSUYmg,isfahan,peugeot20602,1396,white,86000,intact,healthy,intact,intact,n/a,manual,350000000
wYuOOTrm,isfahan,peugeot20602,1382,silver,470000,colored,healthy,intact,intact,6,manual,158000000
wYwKBIXz,isfahan,peugeot20602,1389,white,170000,whole_colored,healthy,intact,intact,12,manual,219500000
wYyeccEf,isfahan,peugeot20602,1388,white,177000,colored,healthy,intact,intact,6,manual,235000000
wYxucRYI,isfahan,peugeot20602,1395,white,97000,intact,healthy,intact,intact,10,manual,355000000
wYyq4Ff2,isfahan,peugeot20602,1394,seashell,70000,minor_scratch,healthy,intact,intact,6,manual,328000000
wYyWrEmK,isfahan,peugeot20602,1382,red,140000,round_colored,healthy,intact,intact,11,manual,151000000
wYxCLbHW,isfahan,peugeot20602,1400,white,23000,intact,healthy,intact,intact,7,manual,435000000
wYyWLqvC,isfahan,peugeot20602,1400,white,3500,intact,healthy,intact,intact,6,manual,435000000
wYxmGXCO,isfahan,peugeot20602,1398,black,66000,intact,healthy,intact,intact,10,manual,390000000
wYyWLF_f,isfahan,peugeot20602,1387,silver,390000,colored,healthy,intact,intact,2,manual,209000000
wYyS743-,isfahan,peugeot20602,1400,white,28000,intact,healthy,intact,intact,2,manual,437000000
wYySLeVQ,isfahan,peugeot20602,1386,silver,260000,colored,healthy,intact,intact,8,manual,202000000
wYyKbOVJ,isfahan,peugeot20602,1401,white,28000,intact,healthy,intact,intact,3,manual,460000000
wYyG7Gwh,isfahan,peugeot20602,1397,white,99500,colored,healthy,intact,intact,1,manual,335000000
wYyyKx6l,isfahan,peugeot20602,1383,silver,263000,colored,healthy,intact,intact,3,manual,152000000
wYl28J7D,isfahan,peugeot20602,1398,white,58000,colored,healthy,intact,intact,12,manual,379000000
wYyWa6vo,isfahan,peugeot20602,1390,white,204000,minor_scratch,healthy,intact,intact,2,manual,282000000
wYyWqTwi,isfahan,peugeot20602,1398,white,40000,intact,healthy,intact,intact,8,manual,405000000
wYp2Ybqc,isfahan,peugeot20602,1387,dimgray,167000,colored,healthy,intact,intact,8,manual,230000000
wYyCK9Xq,isfahan,peugeot20602,1397,white,99000,intact,healthy,intact,intact,6,manual,355000000
wYqucvFn,isfahan,peugeot20602,1396,white,99000,minor_scratch,healthy,intact,intact,1,n/a,347000000
wYyipeQu,isfahan,peugeot20602,1382,huntergreen,178000,colored,healthy,intact,intact,3,manual,194000000
wYyqpfs4,isfahan,peugeot20602,1399,ashgray,47000,intact,healthy,intact,intact,5,manual,400000000
wYyqp316,isfahan,peugeot20602,1382,black,450000,colored,healthy,intact,intact,6,manual,145000000
wYyqZgaO,isfahan,peugeot20602,1398,white,70000,colored,healthy,intact,intact,12,manual,353000000
wYyWpj3s,isfahan,peugeot20602,1389,black,160000,minor_scratch,healthy,intact,intact,10,manual,240000000
wYwag9-9,isfahan,peugeot20602,1398,white,30000,intact,healthy,intact,intact,7,manual,405500000
wYyW5A_w,isfahan,peugeot20602,1398,white,26000,minor_scratch,healthy,intact,intact,1,manual,390000000
wYeybPWP,isfahan,peugeot20602,1387,ashgray,200000,whole_colored,healthy,intact,intact,10,manual,190000000
wYyCpo46,isfahan,peugeot20602,1384,dimgray,250000,colored,healthy,intact,intact,6,manual,195000000
wYyC5BXL,isfahan,peugeot20602,1395,white,95000,intact,healthy,intact,intact,11,manual,350000000
wYy-o9g_,isfahan,peugeot20602,1398,white,165000,colored,healthy,intact,intact,12,manual,345000000
wYyqoSQC,isfahan,peugeot20602,1390,white,230000,minor_scratch,healthy,intact,intact,12,manual,265000000
wYy-4Irw,isfahan,peugeot20602,1383,dimgray,360000,round_colored,healthy,intact,n/a,6,manual,150000000
wYzGT0qK,isfahan,peugeot20605,1396,black,93000,colored,healthy,intact,intact,6,manual,340000000
wYzmimCl,isfahan,peugeot20605,1396,white,120000,minor_scratch,healthy,intact,intact,3,manual,350000000
wYziwMWr,isfahan,peugeot20605,1396,white,100000,colored,healthy,intact,intact,6,n/a,340000000
wYyaOy2P,isfahan,peugeot20605,1394,white,185000,minor_scratch,healthy,intact,intact,6,manual,310000000
wYyuuJ9u,isfahan,peugeot20605,1396,white,92000,minor_scratch,healthy,intact,intact,10,manual,397000000
wYySdBAA,isfahan,peugeot20605,1396,white,160000,accident,healthy,impact,intact,8,manual,250000000
wYwy1h1w,isfahan,peugeot20605,1397,white,51000,intact,healthy,intact,intact,4,manual,420000000
wYy256LZ,isfahan,peugeot20605,1383,black,480000,round_colored,healthy,intact,impact,11,manual,165000000
wYyWZpx5,isfahan,peugeot20605,1394,white,150000,round_colored,healthy,n/a,n/a,11,manual,280000000
wYy2YLuu,isfahan,peugeot20605,1393,white,180000,minor_scratch,healthy,intact,intact,10,manual,318000000
wYwqixB2,isfahan,peugeot20605,1398,white,50000,intact,healthy,intact,intact,8,manual,430000000
wYxuELF3,isfahan,peugeot20605,1396,seashell,175000,intact,healthy,intact,intact,10,manual,380000000
wYxaunI2,isfahan,peugeot20605,1390,white,280000,minor_scratch,healthy,n/a,n/a,8,manual,262000000
wYxmLW2s,isfahan,peugeot20605,1390,white,220000,minor_scratch,healthy,intact,intact,12,manual,280000000
wYxialqZ,isfahan,peugeot20605,1393,white,135000,minor_scratch,healthy,impact,intact,1,manual,310000000
wYxaKrnE,isfahan,peugeot20605,1393,white,190000,colored,healthy,intact,impact,8,manual,325000000
wYxOpIea,isfahan,peugeot20605,1386,silver,3364,minor_scratch,healthy,intact,intact,11,manual,230000000
wYxWInoI,isfahan,peugeot20605,1398,white,34000,intact,healthy,intact,intact,1,manual,470000000
wYxSHrm9,isfahan,peugeot20605,1396,seashell,150000,colored,healthy,intact,intact,12,manual,335000000
wYxqWQoF,isfahan,peugeot20605,1398,white,47000,intact,healthy,intact,intact,6,manual,440000000
wYxSWWpT,isfahan,peugeot20605,1393,white,105000,intact,healthy,intact,intact,7,n/a,325000000
wYxC2eja,isfahan,peugeot20605,1395,eggplant,122000,colored,healthy,intact,intact,6,manual,360000000
wYzGT0qK,isfahan,peugeot20605,1396,black,93000,colored,healthy,intact,intact,6,manual,340000000
wYzmimCl,isfahan,peugeot20605,1396,white,120000,minor_scratch,healthy,intact,intact,3,manual,350000000
wYziwMWr,isfahan,peugeot20605,1396,white,100000,colored,healthy,intact,intact,6,n/a,340000000
wYyaOy2P,isfahan,peugeot20605,1394,white,185000,minor_scratch,healthy,intact,intact,6,manual,310000000
wYyuuJ9u,isfahan,peugeot20605,1396,white,92000,minor_scratch,healthy,intact,intact,10,manual,397000000
wYySdBAA,isfahan,peugeot20605,1396,white,160000,accident,healthy,impact,intact,8,manual,250000000
wYwy1h1w,isfahan,peugeot20605,1397,white,51000,intact,healthy,intact,intact,4,manual,420000000
wYy256LZ,isfahan,peugeot20605,1383,black,480000,round_colored,healthy,intact,impact,11,manual,165000000
wYyWZpx5,isfahan,peugeot20605,1394,white,150000,round_colored,healthy,n/a,n/a,11,manual,280000000
wYy2YLuu,isfahan,peugeot20605,1393,white,180000,minor_scratch,healthy,intact,intact,10,manual,318000000
wYwqixB2,isfahan,peugeot20605,1398,white,50000,intact,healthy,intact,intact,8,manual,430000000
wYxuELF3,isfahan,peugeot20605,1396,seashell,175000,intact,healthy,intact,intact,10,manual,380000000
wYxaunI2,isfahan,peugeot20605,1390,white,280000,minor_scratch,healthy,n/a,n/a,8,manual,262000000
wYxmLW2s,isfahan,peugeot20605,1390,white,220000,minor_scratch,healthy,intact,intact,12,manual,280000000
wYxialqZ,isfahan,peugeot20605,1393,white,135000,minor_scratch,healthy,impact,intact,1,manual,310000000
wYxaKrnE,isfahan,peugeot20605,1393,white,190000,colored,healthy,intact,impact,8,manual,325000000
wYxOpIea,isfahan,peugeot20605,1386,silver,3364,minor_scratch,healthy,intact,intact,11,manual,230000000
wYxWInoI,isfahan,peugeot20605,1398,white,34000,intact,healthy,intact,intact,1,manual,470000000
wYxSHrm9,isfahan,peugeot20605,1396,seashell,150000,colored,healthy,intact,intact,12,manual,335000000
wYxqWQoF,isfahan,peugeot20605,1398,white,47000,intact,healthy,intact,intact,6,manual,440000000
wYxSWWpT,isfahan,peugeot20605,1393,white,105000,intact,healthy,intact,intact,7,n/a,325000000
wYxC2eja,isfahan,peugeot20605,1395,eggplant,122000,colored,healthy,intact,intact,6,manual,360000000
wYxm1vhj,isfahan,peugeot20605,1389,white,200000,round_colored,healthy,intact,intact,4,manual,255000000
wYwiGOk2,isfahan,peugeot20605,1396,white,60000,intact,healthy,intact,intact,12,manual,418000000
wYw-pDfE,isfahan,peugeot20605,1397,black,110000,intact,healthy,intact,intact,n/a,manual,420000000
wYwmYK7w,isfahan,peugeot20605,1393,white,170000,intact,healthy,intact,intact,12,manual,350000000
wYwO4gqI,isfahan,peugeot20605,1393,white,170000,intact,healthy,intact,intact,6,manual,345000000
wYw-XXMb,isfahan,peugeot20605,1398,white,60000,colored,healthy,intact,intact,10,manual,410000000
wYwmH2ze,isfahan,peugeot20605,1398,white,26000,intact,healthy,n/a,n/a,9,manual,450000000
wYwWmoXh,isfahan,peugeot20605,1394,white,200000,intact,healthy,intact,n/a,12,auto,315000000
wYw2Eqh8,isfahan,peugeot20605,1398,white,68000,intact,healthy,intact,intact,6,manual,440000000
wYwWCLPv,isfahan,peugeot20605,1396,black,130000,colored,healthy,intact,intact,10,manual,305000000
wYwSS1em,isfahan,peugeot20605,1394,white,150000,intact,healthy,intact,intact,5,manual,339000000
wYw-xU7q,isfahan,peugeot20605,1397,white,30000,intact,healthy,intact,intact,4,manual,445000000
wYwCSyb0,isfahan,peugeot20605,1396,white,90000,intact,healthy,intact,intact,10,manual,390000000
wYw2gYl9,isfahan,peugeot20605,1397,white,75000,intact,healthy,intact,intact,8,manual,420000000
wYwmg_D6,isfahan,peugeot20605,1392,white,200000,round_colored,healthy,impact,intact,8,manual,210000000
wYwOgjRZ,isfahan,peugeot20605,1394,white,80000,intact,healthy,intact,intact,5,manual,360000000
wYv-PJL1,isfahan,peugeot20605,1385,silver,330350,minor_scratch,healthy,intact,intact,4,manual,214000000
wYvqu_Aq,isfahan,peugeot20605,1394,ashgray,140000,intact,healthy,intact,intact,9,manual,320000000
wYv6LHYk,isfahan,peugeot20605,1396,white,133000,collision_rep,healthy,intact,intact,4,manual,410000000
wYvGEFgc,isfahan,peugeot20605,1396,white,190000,minor_scratch,healthy,intact,intact,4,manual,395000000
wYv6xC7n,isfahan,peugeot20605,1398,black,45000,intact,healthy,intact,intact,11,manual,450000000
wYv6Q545,isfahan,peugeot20605,1398,white,18000,intact,healthy,intact,intact,12,manual,460000000
wYu-PQs_,isfahan,peugeot20605,1394,white,103000,colored,healthy,intact,intact,12,manual,340000000
wYlm6276,isfahan,peugeot20605,1398,white,58000,minor_scratch,healthy,intact,intact,1,manual,450000000
wYuSb67R,isfahan,peugeot20605,1398,white,55000,minor_scratch,healthy,intact,intact,10,manual,450000000
wYu-3vy7,isfahan,peugeot20605,1399,white,30000,intact,healthy,intact,intact,12,manual,498000000
wYtKec0G,isfahan,peugeot20605,1396,white,68000,intact,healthy,intact,intact,12,manual,390000000
wYt69O-C,isfahan,peugeot20605,1384,dimgray,290000,round_colored,healthy,intact,impact,9,manual,160000000
wYtKKk1u,isfahan,peugeot20605,1387,black,300000,minor_scratch,healthy,intact,intact,8,manual,250000000
wYtSHZcU,isfahan,peugeot20605,1388,white,300000,minor_scratch,healthy,intact,intact,5,manual,270000000
wYty284A,isfahan,peugeot20605,1393,white,230000,minor_scratch,healthy,intact,intact,8,manual,330000000
wYtWmO_F,isfahan,peugeot20605,1395,white,99000,intact,healthy,intact,intact,12,manual,370000000
wYsGaA89,isfahan,peugeot20605,1396,silver,130000,minor_scratch,healthy,intact,intact,2,manual,380000000
wYsG6bES,isfahan,peugeot20605,1396,white,68000,intact,n/a,intact,intact,12,manual,400000000
wYs2nlsj,isfahan,peugeot20605,1399,white,70000,intact,healthy,intact,intact,11,manual,495000000
wYsmmFu2,isfahan,peugeot20605,1398,white,79000,intact,healthy,intact,intact,9,manual,450000000
wYsalu1i,isfahan,peugeot20605,1394,white,170000,colored,healthy,intact,intact,5,manual,353000000
wYsaFjnD,isfahan,peugeot20605,1398,white,59000,intact,healthy,intact,intact,1,manual,450000000
wYsmQweP,isfahan,peugeot20605,1383,dimgray,229000,colored,healthy,intact,colored,4,manual,185000000
wYr2PxP8,isfahan,peugeot20605,1393,white,170000,minor_scratch,healthy,intact,intact,9,manual,315000000
wYrmeHOG,isfahan,peugeot20605,1397,white,100000,colored,healthy,impact,n/a,3,manual,350000000
wYkmC8oA,isfahan,peugeot20605,1398,white,66500,intact,healthy,intact,intact,2,manual,450000000
wYr69AaW,isfahan,peugeot20605,1398,white,61000,intact,healthy,intact,intact,3,manual,460000000
wYryLQai,isfahan,peugeot20605,1398,white,7000,intact,healthy,intact,intact,4,manual,495000000
wYrSinNJ,isfahan,peugeot20605,1394,white,120000,minor_scratch,healthy,intact,intact,2,manual,350000000
wYqme3LX,isfahan,peugeot20605,1387,black,277000,colored,healthy,intact,intact,8,manual,255000000
wYrWB3gE,isfahan,peugeot20605,1393,white,180000,minor_scratch,healthy,intact,impact,10,manual,350000000
wYr2QmrJ,isfahan,peugeot20605,1395,dimgray,135000,intact,healthy,intact,intact,7,manual,360000000
wYqqeUB6,isfahan,peugeot20605,1389,dimgray,10000,minor_scratch,healthy,intact,intact,4,manual,265000000
wYqiOv9r,isfahan,peugeot20605,1398,white,64000,intact,healthy,intact,intact,7,manual,460000000
wYq-9QF5,isfahan,peugeot20605,1394,white,360000,minor_scratch,healthy,intact,intact,9,manual,315000000
wYq6Now2,isfahan,peugeot20605,1396,ashgray,120000,intact,healthy,n/a,n/a,12,manual,360000000
wYquJEP3,isfahan,peugeot20605,1397,white,145000,intact,healthy,intact,intact,2,manual,420000000
wYqqIrPt,isfahan,peugeot20605,1393,black,143000,intact,healthy,intact,intact,12,manual,330000000
wYquhoGH,isfahan,peugeot20605,1394,white,170000,intact,healthy,intact,intact,3,manual,350000000
wYqyQiQj,isfahan,peugeot20605,1385,dimgray,400000,round_colored,healthy,intact,intact,10,manual,195000000
wYpW4hQW,isfahan,peugeot20605,1394,white,129000,minor_scratch,healthy,intact,intact,10,manual,335000000
wYpi4tHA,isfahan,peugeot20605,1397,white,98000,intact,healthy,intact,intact,4,manual,400000000
wYpSni6u,isfahan,peugeot20605,1390,white,239000,intact,healthy,intact,intact,n/a,manual,290000000
wYp-WGXa,isfahan,peugeot20605,1390,white,342000,colored,healthy,intact,intact,2,manual,280000000
wYo23dVe,isfahan,peugeot20605,1393,dimgray,1900,colored,healthy,intact,intact,6,manual,310000000
wYoaDoIZ,isfahan,peugeot20605,1394,seashell,165000,colored,healthy,intact,intact,5,manual,300000000
wYomhU4a,isfahan,peugeot20605,1396,white,81000,intact,healthy,intact,intact,12,manual,415000000
wYoSBjSb,isfahan,peugeot20605,1397,white,113000,intact,healthy,intact,intact,7,manual,400000000
wYnGeDp2,isfahan,peugeot20605,1384,black,250000,round_colored,healthy,impact,intact,6,manual,170000000
wYnC0D6X,isfahan,peugeot20605,1396,seashell,101107,intact,healthy,intact,intact,6,manual,450000000
wYnqjIhS,isfahan,peugeot20605,1384,beige,500000,round_colored,healthy,n/a,n/a,12,manual,165000000
wYnKgPtq,isfahan,peugeot20605,1398,white,110000,colored,healthy,n/a,n/a,9,manual,376000000
wYza0IV2,karaj,peugeot20602,1389,white,172000,minor_scratch,healthy,intact,intact,1,manual,260000000
wYzmzbyS,karaj,peugeot20602,1398,white,37000,intact,healthy,intact,intact,12,manual,400000000
wYNi_BE-,karaj,peugeot20602,1396,ashgray,110000,colored,healthy,intact,intact,9,manual,358000000
wYzezNWp,karaj,peugeot20602,1380,silver,300000,intact,healthy,intact,intact,12,manual,139000000
wYzySB6q,karaj,peugeot20602,1398,white,52000,intact,healthy,intact,intact,3,manual,410000000
wYz-y8iO,karaj,peugeot20602,1399,white,40000,intact,healthy,intact,intact,n/a,manual,420000000
wYzSCPWB,karaj,peugeot20602,1401,white,3900,intact,healthy,intact,intact,6,manual,455000000
wYz-BZke,karaj,peugeot20602,1389,white,300000,minor_scratch,healthy,intact,intact,10,manual,230000000
wYz6x5Kl,karaj,peugeot20602,1394,white,120000,intact,healthy,intact,intact,3,manual,315000000
wYzyR26p,karaj,peugeot20602,1389,silver,180500,round_colored,healthy,intact,intact,11,manual,220000000
wYzGhF-P,karaj,peugeot20602,1396,white,68000,minor_scratch,n/a,n/a,n/a,12,n/a,370000000
wYzSRGZ3,karaj,peugeot20602,1401,white,4000,intact,healthy,intact,intact,9,manual,460000000
wYzqwvl3,karaj,peugeot20602,1389,white,380000,round_colored,healthy,intact,intact,4,manual,195000000
wYz2QDjm,karaj,peugeot20602,1388,dimgray,220000,intact,healthy,intact,intact,3,manual,230000000
wYdelNSV,karaj,peugeot20602,1400,white,10000,intact,healthy,intact,intact,12,manual,415000000
wYyiPa-l,karaj,peugeot20602,1401,white,7000,intact,healthy,intact,intact,10,manual,448000000
wYzKgAcc,karaj,peugeot20602,1384,ashgray,400000,minor_scratch,healthy,intact,intact,12,manual,180000000
wYyu_Kbz,karaj,peugeot20602,1401,white,4000,intact,healthy,intact,intact,6,manual,473500000
wYyW_Qm7,karaj,peugeot20602,1401,white,16200,minor_scratch,healthy,intact,intact,5,manual,440000000
wYyi_jkz,karaj,peugeot20602,1396,white,99000,intact,healthy,intact,intact,12,manual,358000000
wYya_7We,karaj,peugeot20602,1397,white,85000,intact,healthy,intact,intact,6,manual,365000000
wYza0IV2,karaj,peugeot20602,1389,white,172000,minor_scratch,healthy,intact,intact,1,manual,260000000
wYzmzbyS,karaj,peugeot20602,1398,white,37000,intact,healthy,intact,intact,12,manual,400000000
wYNi_BE-,karaj,peugeot20602,1396,ashgray,110000,colored,healthy,intact,intact,9,manual,358000000
wYzezNWp,karaj,peugeot20602,1380,silver,300000,intact,healthy,intact,intact,12,manual,139000000
wYzySB6q,karaj,peugeot20602,1398,white,52000,intact,healthy,intact,intact,3,manual,410000000
wYz-y8iO,karaj,peugeot20602,1399,white,40000,intact,healthy,intact,intact,n/a,manual,420000000
wYzSCPWB,karaj,peugeot20602,1401,white,3900,intact,healthy,intact,intact,6,manual,455000000
wYz-BZke,karaj,peugeot20602,1389,white,300000,minor_scratch,healthy,intact,intact,10,manual,230000000
wYz6x5Kl,karaj,peugeot20602,1394,white,120000,intact,healthy,intact,intact,3,manual,315000000
wYzyR26p,karaj,peugeot20602,1389,silver,180500,round_colored,healthy,intact,intact,11,manual,220000000
wYzGhF-P,karaj,peugeot20602,1396,white,68000,minor_scratch,n/a,n/a,n/a,12,n/a,370000000
wYzSRGZ3,karaj,peugeot20602,1401,white,4000,intact,healthy,intact,intact,9,manual,460000000
wYzqwvl3,karaj,peugeot20602,1389,white,380000,round_colored,healthy,intact,intact,4,manual,195000000
wYz2QDjm,karaj,peugeot20602,1388,dimgray,220000,intact,healthy,intact,intact,3,manual,230000000
wYz6wBI5,karaj,peugeot20602,1399,white,22,intact,healthy,intact,intact,10,manual,430000000
wYdelNSV,karaj,peugeot20602,1400,white,10000,intact,healthy,intact,intact,12,manual,415000000
wYyiPa-l,karaj,peugeot20602,1401,white,7000,intact,healthy,intact,intact,10,manual,448000000
wYzKgAcc,karaj,peugeot20602,1384,ashgray,400000,minor_scratch,healthy,intact,intact,12,manual,180000000
wYyu_Kbz,karaj,peugeot20602,1401,white,4000,intact,healthy,intact,intact,6,manual,473500000
wYyW_Qm7,karaj,peugeot20602,1401,white,16200,minor_scratch,healthy,intact,intact,5,manual,440000000
wYyi_jkz,karaj,peugeot20602,1396,white,99000,intact,healthy,intact,intact,12,manual,358000000
wYya_7We,karaj,peugeot20602,1397,white,85000,intact,healthy,intact,intact,6,manual,365000000
wYyWvkq-,karaj,peugeot20602,1400,white,29000,intact,healthy,intact,intact,6,manual,415000000
wYyWfSY8,karaj,peugeot20602,1397,white,65000,intact,healthy,intact,intact,2,manual,380000000
wYxijt_U,karaj,peugeot20602,1401,white,18000,intact,healthy,intact,intact,4,manual,450000000
wYxmMZAl,karaj,peugeot20602,1382,beige,200000,minor_scratch,healthy,intact,intact,10,manual,158000000
wYrqPWek,karaj,peugeot20602,1396,white,105000,collision_rep,healthy,intact,intact,3,manual,337000000
wYom3zXC,karaj,peugeot20602,1401,white,16000,intact,healthy,intact,intact,7,manual,460000000
wYyGONkm,karaj,peugeot20602,1395,white,110000,colored,n/a,intact,intact,n/a,n/a,320000000
wYy-N0VE,karaj,peugeot20602,1400,white,7000,intact,healthy,intact,intact,8,manual,426000000
wYy2dvq9,karaj,peugeot20602,1400,white,27000,intact,healthy,intact,intact,6,manual,435000000
wYyytxZ8,karaj,peugeot20602,1386,silver,266000,round_colored,healthy,intact,intact,10,manual,195000000
wYyy9pxF,karaj,peugeot20602,1381,white,320000,intact,healthy,intact,intact,8,manual,158000000
wYyetg61,karaj,peugeot20602,1390,white,160000,intact,healthy,intact,intact,3,manual,275000000
wYyS9Xem,karaj,peugeot20602,1398,white,27000,intact,healthy,intact,intact,9,manual,390000000
wYyOtPCc,karaj,peugeot20602,1390,ashgray,190000,minor_scratch,healthy,intact,intact,3,manual,245000000
wYxOJA_i,karaj,peugeot20602,1386,dimgray,300000,colored,healthy,intact,intact,4,manual,189000000
wYyGNI4h,karaj,peugeot20602,1383,beige,310000,round_colored,healthy,intact,intact,1,manual,135000000
wYl-lMxA,karaj,peugeot20602,1397,white,64000,colored,healthy,intact,intact,10,manual,369000000
wYyicY_E,karaj,peugeot20602,1383,silver,246000,round_colored,healthy,intact,intact,8,manual,142000000
wYyi8eEf,karaj,peugeot20602,1384,silver,300000,round_colored,healthy,intact,intact,12,manual,165000000
wYyaMDeb,karaj,peugeot20602,1396,white,120000,minor_scratch,healthy,intact,intact,12,manual,325000000
wYyCKKbe,karaj,peugeot20602,1399,white,37000,intact,healthy,intact,intact,6,manual,425000000
wYyKsWmk,karaj,peugeot20602,1396,white,116000,intact,healthy,intact,intact,6,manual,357000000
wYy675pG,karaj,peugeot20602,1388,dimgray,167000,colored,healthy,intact,intact,10,manual,226000000
